client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,packet_size,cpu,perceived_position_error,bandwidth
2,1,16,1765628686939.0918,1765628686939.4087,0.3170967102050781,0,78.0,8.0,0.0,0
3,1,16,1765628686939.1284,1765628686940.2698,1.1413097381591797,0,78.0,8.0,0.0,0
4,1,16,1765628686939.1582,1765628686940.1606,1.0025501251220703,0,78.0,8.0,0.0,0
1,2,17,1765628686979.2905,1765628686979.5842,0.293731689453125,0,90.0,6.3,0.0,0
2,2,17,1765628686979.3281,1765628686979.946,0.61798095703125,0.3008842468261719,67.0,6.3,0.0,28.615582898199843
4,2,17,1765628686979.3748,1765628686979.6147,0.24008750915527344,0.7624626159667969,67.0,6.3,0.0,29.401252444246428
1,3,18,1765628687021.4385,1765628687022.3523,0.9138584136962891,0.6201267242431641,67.0,10.1,0.0,29.367705990478257
2,3,18,1765628687021.4792,1765628687022.5916,1.112222671508789,0.49424171447753906,67.0,10.1,0.0,20.38881535115653
3,3,18,1765628687021.5095,1765628687022.6118,1.102447509765625,0.03886222839355469,79.0,10.1,0.0,15.253447503950806
4,3,18,1765628687021.5364,1765628687022.3696,0.8332729339599609,0.5931854248046875,67.0,10.1,0.0,20.63034853056473
1,4,19,1765628687062.989,1765628687064.0327,1.0437965393066406,0.12993812561035156,80.0,7.6,0.0,22.4515569483754
2,4,19,1765628687063.0283,1765628687063.211,0.18262863159179688,0.9295940399169922,80.0,7.6,0.0,18.868801445096963
3,4,19,1765628687063.058,1765628687063.3652,0.3070831298828125,0.7953643798828125,80.0,7.6,0.0,15.40268029091688
4,4,19,1765628687063.0857,1765628687064.0134,0.9276866912841797,0.09441375732421875,80.0,7.6,0.0,18.861102185881755
1,5,20,1765628687104.356,1765628687104.754,0.3979206085205078,0.6458759307861328,66.0,7.6,0.0,19.365712558148605
2,5,20,1765628687104.4026,1765628687104.8713,0.4687309265136719,0.286102294921875,66.0,7.6,0.0,17.30904261990306
3,5,20,1765628687104.432,1765628687105.019,0.5872249603271484,0.28014183044433594,66.0,7.6,0.0,14.713267231069942
4,5,20,1765628687104.4595,1765628687104.5461,0.08654594421386719,0.8411407470703125,66.0,7.6,0.0,17.422461433814085
1,6,21,1765628687144.4556,1765628687145.249,0.79345703125,0.3955364227294922,81.0,6.2,0.0,18.54346906624735
2,6,21,1765628687144.4941,1765628687145.5342,1.0402202606201172,0.5714893341064453,81.0,6.2,0.0,17.03816461168556
3,6,21,1765628687144.5247,1765628687144.616,0.09131431579589844,0.49591064453125,81.0,6.2,0.0,15.033311748359026
4,6,21,1765628687144.5608,1765628687145.295,0.7340908050537109,0.6475448608398438,81.0,6.2,0.0,17.120493198290944
1,7,22,1765628687184.9675,1765628687185.9348,0.9672641754150391,0.17380714416503906,57.0,7.7,0.0,17.09711646308855
2,7,22,1765628687185.0059,1765628687185.0708,0.064849853515625,0.9753704071044922,57.0,7.7,0.0,16.152267071609728
3,7,22,1765628687185.036,1765628687185.14,0.10395050048828125,0.012636184692382812,57.0,7.7,0.0,14.407637977722565
4,7,22,1765628687185.062,1765628687185.959,0.8971691131591797,0.16307830810546875,57.0,7.7,11.045361017187261,16.143314891884106
1,8,23,1765628687226.4683,1765628687227.5735,1.1050701141357422,0.13780593872070312,66.0,3.1,0.0,16.355547154654033
2,8,23,1765628687226.5068,1765628687226.7192,0.21219253540039062,0.14734268188476562,66.0,3.1,0.0,15.64857276874027
3,8,23,1765628687226.5317,1765628687226.8289,0.2970695495605469,0.19311904907226562,66.0,3.1,0.0,14.154149194118657
4,8,23,1765628687226.5986,1765628687227.7156,1.1167526245117188,0.21958351135253906,66.0,3.1,11.045361017187261,15.635273491393033
1,9,24,1765628687268.116,1765628687269.149,1.0328292846679688,0.07224082946777344,89.0,6.0,0.0,16.466095642958138
2,9,24,1765628687268.1565,1765628687268.5012,0.3447532653808594,0.13256072998046875,89.0,6.0,0.0,15.825336452113302
3,9,24,1765628687268.188,1765628687268.4321,0.244140625,0.052928924560546875,89.0,6.0,0.0,14.529393603257962
4,9,24,1765628687268.2305,1765628687269.2593,1.0287761688232422,0.08797645568847656,89.0,6.0,0.0,15.825042952904624
1,10,25,1765628687308.8364,1765628687309.6943,0.8578300476074219,0.17499923706054688,93.0,7.7,0.0,16.69745904797686
2,10,25,1765628687308.8755,1765628687309.1777,0.3020763397216797,0.04267692565917969,93.0,7.7,0.0,16.096534074927998
4,10,25,1765628687308.9307,1765628687309.7395,0.8089542388916016,0.21982192993164062,93.0,7.7,0.0,16.104817362985077
2,11,26,1765628687350.1013,1765628687350.684,0.5829334259033203,0.2808570861816406,68.0,7.6,0.0,15.794769509861187
3,11,26,1765628687350.1445,1765628687350.8887,0.7441043853759766,0.49996376037597656,105.0,7.6,0.0,13.657432836175861
4,11,26,1765628687350.1758,1765628687351.2158,1.0399818420410156,0.23102760314941406,68.0,7.6,0.0,15.803231251507114
1,12,27,1765628687391.1345,1765628687391.902,0.7677078247070312,0.09012222290039062,105.0,10.9,0.0,15.405589826000352
2,12,27,1765628687391.178,1765628687391.481,0.30303001403808594,0.2799034118652344,93.0,10.9,0.0,16.01513861946505
3,12,27,1765628687391.224,1765628687391.626,0.4017353057861328,0.34236907958984375,93.0,10.9,0.0,14.073142195693858
4,12,27,1765628687391.253,1765628687391.755,0.5018711090087891,0.5381107330322266,93.0,10.9,0.0,16.032091170062657
1,13,28,1765628687431.677,1765628687432.7605,1.0833740234375,0.31566619873046875,80.0,20.6,0.0,15.428874965655824
2,13,28,1765628687431.7244,1765628687432.2231,0.49877166748046875,0.1957416534423828,80.0,20.6,0.0,15.989790782376419
3,13,28,1765628687431.7524,1765628687432.58,0.8275508880615234,0.4258155822753906,80.0,20.6,0.0,14.202424692648611
4,13,28,1765628687431.7764,1765628687432.5261,0.7498264312744141,0.247955322265625,80.0,20.6,0.0,16.00437143513085
1,14,29,1765628687472.171,1765628687472.4343,0.26345252990722656,0.8199214935302734,67.0,26.9,0.0,15.274421240453082
2,14,29,1765628687472.2056,1765628687472.9841,0.7784366607666016,0.2796649932861328,67.0,26.9,0.0,15.772839935484608
3,14,29,1765628687472.2317,1765628687473.3018,1.0700225830078125,0.24247169494628906,67.0,26.9,0.0,14.122979949150345
4,14,29,1765628687472.2544,1765628687473.241,0.9863376617431641,0.23651123046875,67.0,26.9,0.0,15.787489517961326
1,15,30,1765628687513.6116,1765628687514.1782,0.5667209625244141,0.3032684326171875,80.0,19.0,0.0,15.278884704139431
2,15,30,1765628687513.6497,1765628687513.9185,0.26869773864746094,0.5097389221191406,80.0,19.0,0.0,15.763004463724167
3,15,30,1765628687513.677,1765628687513.9023,0.22554397583007812,0.8444786071777344,80.0,19.0,0.0,14.239079945131062
4,15,30,1765628687513.7026,1765628687514.0398,0.3371238708496094,0.6492137908935547,80.0,19.0,0.0,15.780325864488736
1,16,31,1765628687553.829,1765628687554.0823,0.2532005310058594,0.3135204315185547,68.0,15.2,0.0,15.164542416443705
2,16,31,1765628687553.8896,1765628687554.6187,0.7288455963134766,0.4601478576660156,68.0,15.2,0.0,15.604428747172506
3,16,31,1765628687553.9211,1765628687554.5127,0.5915164947509766,0.36597251892089844,68.0,15.2,0.0,14.183313665394909
